F2 CAPITAL MARKET YIELDS – GOVERNMENT BONDS,,,,,,,,,,,,,,,,,,,,,,,,
Title,Australian Government 2 year bond,Australian Government 3 year bond,Australian Government 5 year bond,Australian Government 10 year bond,Australian Government Indexed Bond,NSW Treasury Corporation 3 year bond,NSW Treasury Corporation 5 year bond,NSW Treasury Corporation 10 year bond,,,,,,,,,,,,,,,,
Description,"Yields on Australian government bonds, 2 years maturity","Yields on Australian government bonds, 3 years maturity","Yields on Australian government bonds, 5 years maturity","Yields on Australian government bonds, 10 years maturity","Yields on Australian government bonds, Indexed maturity","Yields on New South Wales Treasury Corporation bonds, 3 years maturity","Yields on New South Wales Treasury Corporation bonds, 5 years maturity","Yields on New South Wales Treasury Corporation bonds, 10 years maturity",,,,,,,,,,,,,,,,
Frequency,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,,,,,,,,,,,,,,,,
Type,Original,Original,Original,Original,Original,Original,Original,Original,,,,,,,,,,,,,,,,
Units,Per cent per annum,Per cent per annum,Per cent per annum,Per cent per annum,Per cent per annum,Per cent per annum,Per cent per annum,Per cent per annum,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Source,Yieldbroker,Yieldbroker,Yieldbroker,Yieldbroker,Yieldbroker,Yieldbroker,Yieldbroker,Yieldbroker,,,,,,,,,,,,,,,,
Publish date,18-Mar-2019,18-Mar-2019,18-Mar-2019,18-Mar-2019,18-Mar-2019,18-Mar-2019,18-Mar-2019,18-Mar-2019,,,,,,,,,,,,,,,,
Series ID,FCMYGBAG2D,FCMYGBAG3D,FCMYGBAG5D,FCMYGBAG10D,FCMYGBAGID,FCMYGBNT3D,FCMYGBNT5D,FCMYGBNT10D,,,,,,,,,,,,,,,,
08-Oct-2015,1.82,1.84,2.07,2.62,1.01,2.07,2.35,2.85,,,,,,,,,,,,,,,,
09-Oct-2015,1.87,1.90,2.14,2.71,1.07,2.13,2.41,2.93,,,,,,,,,,,,,,,,
12-Oct-2015,1.88,1.91,2.15,2.71,1.07,2.14,2.42,2.93,,,,,,,,,,,,,,,,
13-Oct-2015,1.85,1.88,2.12,2.66,1.03,2.11,2.40,2.90,,,,,,,,,,,,,,,,
14-Oct-2015,1.78,1.81,2.05,2.59,0.96,2.05,2.33,2.84,,,,,,,,,,,,,,,,
15-Oct-2015,1.79,1.81,2.04,2.56,0.93,2.04,2.32,2.81,,,,,,,,,,,,,,,,
16-Oct-2015,1.79,1.82,2.05,2.60,0.94,2.04,2.32,2.83,,,,,,,,,,,,,,,,
19-Oct-2015,1.78,1.82,2.05,2.60,0.95,2.04,2.32,2.83,,,,,,,,,,,,,,,,
20-Oct-2015,1.79,1.82,2.06,2.62,0.98,2.05,2.34,2.85,,,,,,,,,,,,,,,,
21-Oct-2015,1.81,1.86,2.11,2.66,1.01,2.09,2.39,2.88,,,,,,,,,,,,,,,,
22-Oct-2015,1.81,1.84,2.09,2.63,0.98,2.07,2.36,2.85,,,,,,,,,,,,,,,,
23-Oct-2015,1.78,1.82,2.07,2.61,0.97,2.04,2.34,2.84,,,,,,,,,,,,,,,,
26-Oct-2015,1.81,1.86,2.10,2.66,0.99,2.07,2.38,2.88,,,,,,,,,,,,,,,,
27-Oct-2015,1.80,1.85,2.09,2.63,0.97,2.06,2.34,2.84,,,,,,,,,,,,,,,,
28-Oct-2015,1.73,1.78,2.02,2.58,0.97,1.98,2.27,2.78,,,,,,,,,,,,,,,,
29-Oct-2015,1.75,1.80,2.03,2.58,1.01,2.00,2.28,2.78,,,,,,,,,,,,,,,,
30-Oct-2015,1.74,1.80,2.03,2.61,1.05,2.00,2.27,2.81,,,,,,,,,,,,,,,,
02-Nov-2015,1.75,1.80,2.04,2.62,1.07,2.01,2.28,2.81,,,,,,,,,,,,,,,,
03-Nov-2015,1.82,1.87,2.11,2.68,1.13,2.07,2.35,2.88,,,,,,,,,,,,,,,,
04-Nov-2015,1.84,1.89,2.13,2.73,1.17,2.09,2.37,2.91,,,,,,,,,,,,,,,,
05-Nov-2015,1.90,1.95,2.19,2.79,1.20,2.14,2.42,2.95,,,,,,,,,,,,,,,,
06-Nov-2015,1.91,1.97,2.20,2.79,1.23,2.15,2.42,2.95,,,,,,,,,,,,,,,,
09-Nov-2015,2.00,2.07,2.31,2.90,1.30,2.25,2.52,3.05,,,,,,,,,,,,,,,,
10-Nov-2015,1.98,2.06,2.29,2.89,1.23,2.24,2.50,3.03,,,,,,,,,,,,,,,,
11-Nov-2015,1.97,2.04,2.27,2.87,1.19,2.25,2.52,3.05,,,,,,,,,,,,,,,,
12-Nov-2015,2.07,2.15,2.38,2.95,1.24,2.37,2.64,3.15,,,,,,,,,,,,,,,,
13-Nov-2015,2.08,2.15,2.38,2.96,1.27,2.37,2.63,3.15,,,,,,,,,,,,,,,,
16-Nov-2015,2.02,2.09,2.32,2.90,1.23,2.31,2.57,3.09,,,,,,,,,,,,,,,,
17-Nov-2015,2.06,2.13,2.35,2.92,1.22,2.34,2.60,3.09,,,,,,,,,,,,,,,,
18-Nov-2015,2.04,2.11,2.32,2.89,1.18,2.32,2.58,3.08,,,,,,,,,,,,,,,,
19-Nov-2015,2.06,2.13,2.34,2.92,1.20,2.33,2.60,3.11,,,,,,,,,,,,,,,,
20-Nov-2015,2.08,2.14,2.35,2.90,1.20,2.34,2.60,3.09,,,,,,,,,,,,,,,,
23-Nov-2015,2.11,2.17,2.38,2.94,1.23,2.35,2.61,3.10,,,,,,,,,,,,,,,,
24-Nov-2015,2.08,2.14,2.35,2.92,1.18,2.31,2.57,3.08,,,,,,,,,,,,,,,,
25-Nov-2015,2.04,2.11,2.32,2.88,1.12,2.28,2.54,3.05,,,,,,,,,,,,,,,,
26-Nov-2015,2.01,2.07,2.27,2.83,1.09,2.22,2.48,2.97,,,,,,,,,,,,,,,,
27-Nov-2015,2.03,2.09,2.29,2.85,1.12,2.23,2.50,2.97,,,,,,,,,,,,,,,,
30-Nov-2015,2.04,2.11,2.30,2.86,1.12,2.25,2.51,3.00,,,,,,,,,,,,,,,,
01-Dec-2015,2.05,2.11,2.30,2.84,1.11,2.28,2.52,2.99,,,,,,,,,,,,,,,,
02-Dec-2015,2.04,2.10,2.28,2.80,1.06,2.27,2.51,2.95,,,,,,,,,,,,,,,,
03-Dec-2015,2.07,2.13,2.31,2.84,1.11,2.30,2.53,2.99,,,,,,,,,,,,,,,,
04-Dec-2015,2.12,2.18,2.38,2.95,1.20,2.35,2.60,3.10,,,,,,,,,,,,,,,,
07-Dec-2015,2.12,2.19,2.38,2.95,1.22,2.35,2.60,3.10,,,,,,,,,,,,,,,,
08-Dec-2015,2.07,2.13,2.31,2.84,1.13,2.29,2.54,2.99,,,,,,,,,,,,,,,,
09-Dec-2015,2.05,2.11,2.29,2.82,1.13,2.28,2.52,2.98,,,,,,,,,,,,,,,,
10-Dec-2015,2.13,2.19,2.36,2.85,1.18,2.36,2.58,3.02,,,,,,,,,,,,,,,,
11-Dec-2015,2.11,2.17,2.35,2.85,1.19,2.35,2.57,3.03,,,,,,,,,,,,,,,,
14-Dec-2015,2.08,2.13,2.30,2.82,1.15,2.30,2.53,2.99,,,,,,,,,,,,,,,,
15-Dec-2015,2.07,2.11,2.30,2.88,1.17,2.30,2.52,3.00,,,,,,,,,,,,,,,,
16-Dec-2015,2.10,2.14,2.34,2.93,1.20,2.33,2.57,3.05,,,,,,,,,,,,,,,,
17-Dec-2015,2.07,2.11,2.31,2.90,1.18,2.28,2.51,3.01,,,,,,,,,,,,,,,,
18-Dec-2015,2.02,2.05,2.24,2.82,1.10,2.21,2.43,2.92,,,,,,,,,,,,,,,,
21-Dec-2015,2.02,2.05,2.24,2.81,1.09,2.21,2.44,2.92,,,,,,,,,,,,,,,,
22-Dec-2015,2.01,2.03,2.22,2.79,1.06,2.20,2.42,2.91,,,,,,,,,,,,,,,,
23-Dec-2015,2.02,2.05,2.24,2.84,1.10,2.22,2.45,2.95,,,,,,,,,,,,,,,,
24-Dec-2015,2.03,2.05,2.24,2.83,1.09,2.22,2.45,2.94,,,,,,,,,,,,,,,,
29-Dec-2015,1.97,1.98,2.17,2.75,1.00,2.15,2.38,2.86,,,,,,,,,,,,,,,,
30-Dec-2015,1.99,2.00,2.20,2.80,1.05,2.17,2.41,2.91,,,,,,,,,,,,,,,,
31-Dec-2015,2.02,2.03,2.24,2.88,1.11,2.20,2.45,2.98,,,,,,,,,,,,,,,,
04-Jan-2016,1.98,1.99,2.20,2.82,1.07,2.17,2.40,2.92,,,,,,,,,,,,,,,,
05-Jan-2016,1.98,1.99,2.20,2.80,1.07,2.17,2.40,2.91,,,,,,,,,,,,,,,,
06-Jan-2016,1.99,2.00,2.19,2.76,1.05,2.17,2.40,3.06,,,,,,,,,,,,,,,,
07-Jan-2016,1.95,1.95,2.14,2.71,1.02,2.13,2.35,3.01,,,,,,,,,,,,,,,,
08-Jan-2016,2.00,2.00,2.20,2.78,1.08,2.19,2.41,3.08,,,,,,,,,,,,,,,,
11-Jan-2016,1.98,1.98,2.17,2.75,1.09,2.16,2.38,3.06,,,,,,,,,,,,,,,,
12-Jan-2016,2.00,2.00,2.19,2.79,1.16,2.19,2.40,3.09,,,,,,,,,,,,,,,,
13-Jan-2016,1.99,1.99,2.18,2.76,1.15,2.17,2.39,3.06,,,,,,,,,,,,,,,,
14-Jan-2016,1.95,1.93,2.12,2.68,1.09,2.13,2.34,2.99,,,,,,,,,,,,,,,,
15-Jan-2016,1.95,1.93,2.12,2.70,1.11,2.13,2.33,3.01,,,,,,,,,,,,,,,,
18-Jan-2016,1.93,1.90,2.11,2.70,1.12,2.11,2.33,3.01,,,,,,,,,,,,,,,,
19-Jan-2016,1.94,1.91,2.13,2.72,1.15,2.11,2.34,3.01,,,,,,,,,,,,,,,,
20-Jan-2016,1.90,1.88,2.09,2.66,1.11,2.07,2.30,2.95,,,,,,,,,,,,,,,,
21-Jan-2016,1.93,1.91,2.12,2.70,1.16,2.10,2.33,2.99,,,,,,,,,,,,,,,,
22-Jan-2016,1.95,1.94,2.16,2.73,1.22,2.13,2.35,3.02,,,,,,,,,,,,,,,,
25-Jan-2016,1.95,1.94,2.16,2.74,1.22,2.13,2.36,3.02,,,,,,,,,,,,,,,,
27-Jan-2016,1.94,1.92,2.13,2.68,1.16,2.10,2.33,2.96,,,,,,,,,,,,,,,,
28-Jan-2016,1.93,1.93,2.13,2.69,1.14,2.12,2.34,2.98,,,,,,,,,,,,,,,,
29-Jan-2016,1.89,1.88,2.09,2.64,1.05,2.06,2.28,2.91,,,,,,,,,,,,,,,,
01-Feb-2016,1.88,1.87,2.07,2.62,1.03,2.04,2.27,2.89,,,,,,,,,,,,,,,,
02-Feb-2016,1.88,1.87,2.07,2.62,1.02,2.04,2.26,2.88,,,,,,,,,,,,,,,,
03-Feb-2016,1.81,1.80,2.00,2.52,0.94,1.97,2.19,2.78,,,,,,,,,,,,,,,,
04-Feb-2016,1.86,1.84,2.05,2.57,0.99,2.01,2.23,2.83,,,,,,,,,,,,,,,,
05-Feb-2016,1.85,1.84,2.04,2.55,1.00,2.00,2.22,2.80,,,,,,,,,,,,,,,,
08-Feb-2016,1.87,1.86,2.07,2.59,1.09,2.02,2.24,2.83,,,,,,,,,,,,,,,,
09-Feb-2016,1.75,1.73,1.92,2.41,0.99,1.90,2.11,2.68,,,,,,,,,,,,,,,,
10-Feb-2016,1.76,1.74,1.93,2.41,1.02,1.91,2.12,2.68,,,,,,,,,,,,,,,,
11-Feb-2016,1.75,1.72,1.91,2.38,1.00,1.90,2.10,2.66,,,,,,,,,,,,,,,,
12-Feb-2016,1.79,1.76,1.96,2.42,1.05,1.93,2.14,2.69,,,,,,,,,,,,,,,,
15-Feb-2016,1.86,1.83,2.03,2.51,1.11,2.00,2.21,2.78,,,,,,,,,,,,,,,,
16-Feb-2016,1.88,1.86,2.05,2.52,1.12,2.01,2.22,2.78,,,,,,,,,,,,,,,,
17-Feb-2016,1.85,1.83,2.02,2.48,1.09,1.99,2.19,2.75,,,,,,,,,,,,,,,,
18-Feb-2016,1.87,1.84,2.05,2.54,1.14,2.00,2.22,2.80,,,,,,,,,,,,,,,,
19-Feb-2016,1.81,1.78,1.97,2.43,1.03,1.93,2.14,2.69,,,,,,,,,,,,,,,,
22-Feb-2016,1.83,1.81,2.00,2.45,1.04,1.97,2.16,2.72,,,,,,,,,,,,,,,,
23-Feb-2016,1.80,1.77,1.96,2.42,1.00,1.93,2.13,2.68,,,,,,,,,,,,,,,,
24-Feb-2016,1.79,1.75,1.95,2.40,0.99,1.91,2.11,2.66,,,,,,,,,,,,,,,,
25-Feb-2016,1.78,1.74,1.93,2.40,0.99,1.91,2.10,2.65,,,,,,,,,,,,,,,,
26-Feb-2016,1.76,1.72,1.91,2.39,0.97,1.89,2.08,2.64,,,,,,,,,,,,,,,,
29-Feb-2016,1.77,1.73,1.92,2.40,1.00,1.89,2.08,2.65,,,,,,,,,,,,,,,,
01-Mar-2016,1.73,1.69,1.88,2.36,0.96,1.88,2.06,2.61,,,,,,,,,,,,,,,,
02-Mar-2016,1.84,1.81,2.01,2.46,1.05,2.00,2.18,2.71,,,,,,,,,,,,,,,,
03-Mar-2016,1.91,1.89,2.09,2.56,1.15,2.07,2.27,2.81,,,,,,,,,,,,,,,,
04-Mar-2016,1.92,1.91,2.10,2.55,1.12,2.10,2.28,2.81,,,,,,,,,,,,,,,,
07-Mar-2016,1.95,1.95,2.14,2.59,1.08,2.12,2.31,2.83,,,,,,,,,,,,,,,,
08-Mar-2016,1.95,1.95,2.13,2.56,1.04,2.12,2.30,2.80,,,,,,,,,,,,,,,,
09-Mar-2016,1.97,1.97,2.14,2.56,1.03,2.13,2.32,2.80,,,,,,,,,,,,,,,,
10-Mar-2016,1.96,1.96,2.15,2.59,1.06,2.12,2.32,2.83,,,,,,,,,,,,,,,,
11-Mar-2016,2.02,2.05,2.23,2.68,1.13,2.20,2.40,2.92,,,,,,,,,,,,,,,,
14-Mar-2016,2.06,2.09,2.27,2.70,1.13,2.25,2.43,2.93,,,,,,,,,,,,,,,,
15-Mar-2016,2.02,2.05,2.23,2.67,1.12,2.21,2.41,2.90,,,,,,,,,,,,,,,,
16-Mar-2016,2.01,2.04,2.22,2.63,1.11,2.20,2.40,2.87,,,,,,,,,,,,,,,,
17-Mar-2016,1.93,1.95,2.13,2.56,1.02,2.11,2.31,2.80,,,,,,,,,,,,,,,,
18-Mar-2016,1.94,1.95,2.13,2.55,1.02,2.12,2.31,2.80,,,,,,,,,,,,,,,,
21-Mar-2016,1.94,1.96,2.13,2.56,1.03,2.12,2.31,2.80,,,,,,,,,,,,,,,,
22-Mar-2016,1.97,2.00,2.17,2.60,1.06,2.16,2.34,2.84,,,,,,,,,,,,,,,,
23-Mar-2016,2.00,2.04,2.22,2.65,1.10,2.20,2.40,2.88,,,,,,,,,,,,,,,,
24-Mar-2016,1.97,1.99,2.16,2.58,1.05,2.14,2.33,2.81,,,,,,,,,,,,,,,,
29-Mar-2016,1.96,1.99,2.17,2.58,1.05,2.14,2.33,2.78,,,,,,,,,,,,,,,,
30-Mar-2016,1.90,1.93,2.09,2.50,0.97,2.08,2.26,2.71,,,,,,,,,,,,,,,,
31-Mar-2016,1.89,1.91,2.08,2.49,0.98,2.06,2.24,2.68,,,,,,,,,,,,,,,,
01-Apr-2016,1.94,1.94,2.12,2.53,1.03,2.10,2.28,2.72,,,,,,,,,,,,,,,,
04-Apr-2016,1.88,1.87,2.05,2.47,0.99,2.03,2.22,2.67,,,,,,,,,,,,,,,,
05-Apr-2016,1.87,1.86,2.03,2.45,1.01,2.02,2.21,2.67,,,,,,,,,,,,,,,,
06-Apr-2016,1.87,1.85,2.02,2.44,1.01,2.02,2.20,2.65,,,,,,,,,,,,,,,,
07-Apr-2016,1.87,1.86,2.03,2.46,1.02,2.02,2.20,2.67,,,,,,,,,,,,,,,,
08-Apr-2016,1.84,1.83,1.99,2.41,0.98,1.98,2.15,2.62,,,,,,,,,,,,,,,,
11-Apr-2016,1.85,1.82,2.00,2.41,0.97,1.98,2.16,2.61,,,,,,,,,,,,,,,,
12-Apr-2016,1.90,1.87,2.04,2.46,1.01,2.02,2.21,2.66,,,,,,,,,,,,,,,,
13-Apr-2016,1.93,1.91,2.09,2.52,1.05,2.06,2.26,2.72,,,,,,,,,,,,,,,,
14-Apr-2016,1.97,1.95,2.11,2.53,1.04,2.09,2.29,2.72,,,,,,,,,,,,,,,,
15-Apr-2016,2.01,1.98,2.15,2.56,1.06,2.13,2.32,2.75,,,,,,,,,,,,,,,,
18-Apr-2016,1.96,1.93,2.10,2.49,1.00,2.08,2.27,2.69,,,,,,,,,,,,,,,,
19-Apr-2016,2.01,1.99,2.15,2.56,1.06,2.14,2.33,2.76,,,,,,,,,,,,,,,,
20-Apr-2016,1.99,1.97,2.13,2.53,1.03,2.12,2.31,2.73,,,,,,,,,,,,,,,,
21-Apr-2016,2.02,2.01,2.18,2.59,1.06,2.15,2.35,2.80,,,,,,,,,,,,,,,,
22-Apr-2016,2.05,2.04,2.21,2.63,1.09,2.18,2.39,2.84,,,,,,,,,,,,,,,,
26-Apr-2016,2.05,2.05,2.23,2.65,1.10,2.19,2.40,2.86,,,,,,,,,,,,,,,,
27-Apr-2016,1.94,1.94,2.13,2.61,1.16,2.08,2.31,2.82,,,,,,,,,,,,,,,,
28-Apr-2016,1.87,1.87,2.06,2.52,1.15,2.02,2.24,2.71,,,,,,,,,,,,,,,,
29-Apr-2016,1.86,1.86,2.05,2.52,1.14,2.00,2.22,2.71,,,,,,,,,,,,,,,,
02-May-2016,1.87,1.88,2.06,2.52,1.14,2.01,2.23,2.72,,,,,,,,,,,,,,,,
03-May-2016,1.74,1.75,1.96,2.47,1.09,1.88,2.12,2.66,,,,,,,,,,,,,,,,
04-May-2016,1.72,1.73,1.94,2.43,1.05,1.87,2.11,2.62,,,,,,,,,,,,,,,,
05-May-2016,1.69,1.69,1.90,2.39,1.04,1.84,2.08,2.59,,,,,,,,,,,,,,,,
06-May-2016,1.58,1.58,1.79,2.29,1.11,1.72,1.97,2.49,,,,,,,,,,,,,,,,
09-May-2016,1.58,1.57,1.79,2.32,1.10,1.72,1.96,2.52,,,,,,,,,,,,,,,,
10-May-2016,1.59,1.58,1.80,2.30,0.99,1.73,1.97,2.51,,,,,,,,,,,,,,,,
11-May-2016,1.60,1.59,1.81,2.30,0.97,1.75,1.98,2.50,,,,,,,,,,,,,,,,
12-May-2016,1.58,1.57,1.79,2.30,0.98,1.73,1.96,2.50,,,,,,,,,,,,,,,,
13-May-2016,1.59,1.57,1.78,2.28,0.95,1.72,1.96,2.48,,,,,,,,,,,,,,,,
16-May-2016,1.57,1.55,1.76,2.23,0.91,1.70,1.94,2.44,,,,,,,,,,,,,,,,
17-May-2016,1.64,1.62,1.83,2.30,0.95,1.76,2.00,2.51,,,,,,,,,,,,,,,,
18-May-2016,1.62,1.61,1.82,2.29,0.96,1.77,1.99,2.49,,,,,,,,,,,,,,,,
19-May-2016,1.65,1.63,1.85,2.35,1.01,1.78,2.03,2.55,,,,,,,,,,,,,,,,
20-May-2016,1.63,1.61,1.82,2.31,0.98,1.76,1.99,2.51,,,,,,,,,,,,,,,,
23-May-2016,1.65,1.62,1.82,2.29,0.97,1.78,1.99,2.49,,,,,,,,,,,,,,,,
24-May-2016,1.63,1.61,1.81,2.28,0.93,1.76,1.98,2.49,,,,,,,,,,,,,,,,
25-May-2016,1.65,1.62,1.82,2.31,0.94,1.77,1.99,2.51,,,,,,,,,,,,,,,,
26-May-2016,1.63,1.60,1.80,2.28,0.90,1.75,1.97,2.49,,,,,,,,,,,,,,,,
27-May-2016,1.62,1.60,1.79,2.26,0.89,1.75,1.96,2.47,,,,,,,,,,,,,,,,
30-May-2016,1.65,1.62,1.81,2.28,0.90,1.77,1.98,2.47,,,,,,,,,,,,,,,,
31-May-2016,1.67,1.65,1.83,2.30,0.92,1.79,1.99,2.50,,,,,,,,,,,,,,,,
01-Jun-2016,1.68,1.64,1.82,2.29,0.91,1.79,1.99,2.49,,,,,,,,,,,,,,,,
02-Jun-2016,1.65,1.61,1.79,2.27,0.87,1.76,1.96,2.47,,,,,,,,,,,,,,,,
03-Jun-2016,1.64,1.59,1.77,2.23,0.83,1.76,1.95,2.45,,,,,,,,,,,,,,,,
06-Jun-2016,1.58,1.54,1.71,2.16,0.76,1.73,1.92,2.41,,,,,,,,,,,,,,,,
07-Jun-2016,1.66,1.61,1.78,2.19,0.79,1.80,1.98,2.43,,,,,,,,,,,,,,,,
08-Jun-2016,1.63,1.58,1.75,2.15,0.75,1.78,1.95,2.39,,,,,,,,,,,,,,,,
09-Jun-2016,1.61,1.56,1.72,2.09,0.70,1.75,1.92,2.34,,,,,,,,,,,,,,,,
10-Jun-2016,1.64,1.58,1.73,2.10,0.71,1.78,1.93,2.35,,,,,,,,,,,,,,,,
14-Jun-2016,1.61,1.55,1.69,2.05,0.69,1.74,1.89,2.30,,,,,,,,,,,,,,,,
15-Jun-2016,1.60,1.56,1.70,2.07,0.71,1.76,1.90,2.31,,,,,,,,,,,,,,,,
16-Jun-2016,1.55,1.51,1.64,2.01,0.66,1.71,1.85,2.26,,,,,,,,,,,,,,,,
17-Jun-2016,1.60,1.56,1.69,2.08,0.72,1.75,1.89,2.30,,,,,,,,,,,,,,,,
20-Jun-2016,1.63,1.59,1.73,2.14,0.78,1.78,1.92,2.36,,,,,,,,,,,,,,,,
21-Jun-2016,1.67,1.63,1.77,2.16,0.79,1.80,1.95,2.37,,,,,,,,,,,,,,,,
22-Jun-2016,1.71,1.68,1.82,2.22,0.82,1.84,1.99,2.43,,,,,,,,,,,,,,,,
23-Jun-2016,1.73,1.71,1.84,2.25,0.84,1.87,2.02,2.46,,,,,,,,,,,,,,,,
24-Jun-2016,1.55,1.50,1.63,2.01,0.66,1.68,1.82,2.25,,,,,,,,,,,,,,,,
27-Jun-2016,1.59,1.55,1.67,2.06,0.73,1.73,1.87,2.31,,,,,,,,,,,,,,,,
28-Jun-2016,1.56,1.53,1.64,1.99,0.72,1.70,1.83,2.24,,,,,,,,,,,,,,,,
29-Jun-2016,1.59,1.55,1.66,2.00,0.76,1.72,1.85,2.24,,,,,,,,,,,,,,,,
30-Jun-2016,1.59,1.55,1.65,1.98,0.74,1.71,1.83,2.21,,,,,,,,,,,,,,,,
01-Jul-2016,1.56,1.52,1.63,1.96,0.71,1.68,1.79,2.18,,,,,,,,,,,,,,,,
04-Jul-2016,1.61,1.58,1.68,2.01,0.75,1.74,1.85,2.23,,,,,,,,,,,,,,,,
05-Jul-2016,1.59,1.55,1.64,1.94,0.66,1.70,1.81,2.17,,,,,,,,,,,,,,,,
06-Jul-2016,1.56,1.51,1.59,1.87,0.63,1.67,1.75,2.10,,,,,,,,,,,,,,,,
07-Jul-2016,1.56,1.51,1.59,1.87,0.58,1.68,1.76,2.09,,,,,,,,,,,,,,,,
08-Jul-2016,1.58,1.54,1.61,1.88,0.61,1.70,1.78,2.11,,,,,,,,,,,,,,,,
11-Jul-2016,1.60,1.56,1.63,1.90,0.60,1.72,1.80,2.13,,,,,,,,,,,,,,,,
12-Jul-2016,1.63,1.58,1.66,1.95,0.59,1.74,1.82,2.17,,,,,,,,,,,,,,,,
13-Jul-2016,1.63,1.57,1.67,1.98,0.60,1.74,1.84,2.20,,,,,,,,,,,,,,,,
14-Jul-2016,1.62,1.57,1.65,1.96,0.57,1.73,1.82,2.18,,,,,,,,,,,,,,,,
15-Jul-2016,1.62,1.58,1.66,1.98,0.57,1.74,1.83,2.20,,,,,,,,,,,,,,,,
18-Jul-2016,1.61,1.56,1.66,1.99,0.59,1.72,1.83,2.21,,,,,,,,,,,,,,,,
19-Jul-2016,1.56,1.51,1.60,1.92,0.52,1.67,1.77,2.15,,,,,,,,,,,,,,,,
20-Jul-2016,1.55,1.50,1.60,1.92,0.50,1.65,1.75,2.15,,,,,,,,,,,,,,,,
21-Jul-2016,1.53,1.48,1.58,1.93,0.49,1.63,1.74,2.15,,,,,,,,,,,,,,,,
22-Jul-2016,1.52,1.47,1.57,1.91,0.48,1.62,1.74,2.13,,,,,,,,,,,,,,,,
25-Jul-2016,1.53,1.48,1.58,1.92,0.49,1.63,1.75,2.14,,,,,,,,,,,,,,,,
26-Jul-2016,1.55,1.50,1.60,1.92,0.49,1.66,1.77,2.15,,,,,,,,,,,,,,,,
27-Jul-2016,1.58,1.53,1.63,1.96,0.51,1.69,1.80,2.19,,,,,,,,,,,,,,,,
28-Jul-2016,1.53,1.48,1.57,1.87,0.45,1.64,1.75,2.11,,,,,,,,,,,,,,,,
29-Jul-2016,1.51,1.46,1.57,1.88,0.44,1.62,1.74,2.12,,,,,,,,,,,,,,,,
01-Aug-2016,1.48,1.42,1.53,1.85,0.42,1.59,1.71,2.09,,,,,,,,,,,,,,,,
02-Aug-2016,1.43,1.37,1.48,1.82,0.39,1.54,1.66,2.07,,,,,,,,,,,,,,,,
03-Aug-2016,1.47,1.43,1.56,1.93,0.50,1.59,1.74,2.17,,,,,,,,,,,,,,,,
04-Aug-2016,1.48,1.44,1.57,1.95,0.52,1.60,1.75,2.18,,,,,,,,,,,,,,,,
05-Aug-2016,1.47,1.43,1.55,1.87,0.45,1.58,1.73,2.11,,,,,,,,,,,,,,,,
08-Aug-2016,1.49,1.45,1.58,1.96,0.52,1.62,1.77,2.19,,,,,,,,,,,,,,,,
09-Aug-2016,1.47,1.43,1.56,1.94,0.52,1.60,1.75,2.18,,,,,,,,,,,,,,,,
10-Aug-2016,1.43,1.39,1.52,1.87,0.44,1.57,1.70,2.11,,,,,,,,,,,,,,,,
11-Aug-2016,1.43,1.39,1.51,1.85,0.43,1.57,1.70,2.10,,,,,,,,,,,,,,,,
12-Aug-2016,1.46,1.42,1.55,1.91,0.48,1.60,1.75,2.16,,,,,,,,,,,,,,,,
15-Aug-2016,1.43,1.40,1.53,1.88,0.46,1.57,1.72,2.13,,,,,,,,,,,,,,,,
16-Aug-2016,1.42,1.39,1.52,1.88,0.47,1.58,1.71,2.13,,,,,,,,,,,,,,,,
17-Aug-2016,1.44,1.41,1.55,1.91,0.52,1.60,1.75,2.16,,,,,,,,,,,,,,,,
18-Aug-2016,1.42,1.40,1.53,1.87,0.47,1.59,1.74,2.13,,,,,,,,,,,,,,,,
19-Aug-2016,1.41,1.39,1.52,1.86,0.47,1.58,1.73,2.13,,,,,,,,,,,,,,,,
22-Aug-2016,1.44,1.42,1.56,1.91,0.51,1.62,1.76,2.18,,,,,,,,,,,,,,,,
23-Aug-2016,1.41,1.39,1.52,1.85,0.47,1.59,1.73,2.12,,,,,,,,,,,,,,,,
24-Aug-2016,1.41,1.39,1.52,1.84,0.47,1.58,1.73,2.10,,,,,,,,,,,,,,,,
25-Aug-2016,1.42,1.40,1.54,1.85,0.49,1.59,1.73,2.12,,,,,,,,,,,,,,,,
26-Aug-2016,1.43,1.41,1.54,1.86,0.49,1.61,1.74,2.11,,,,,,,,,,,,,,,,
29-Aug-2016,1.46,1.44,1.57,1.88,0.50,1.63,1.77,2.14,,,,,,,,,,,,,,,,
30-Aug-2016,1.45,1.41,1.55,1.84,0.46,1.61,1.74,2.10,,,,,,,,,,,,,,,,
31-Aug-2016,1.44,1.41,1.54,1.83,0.47,1.61,1.73,2.08,,,,,,,,,,,,,,,,
01-Sep-2016,1.46,1.43,1.56,1.84,0.48,1.62,1.75,2.09,,,,,,,,,,,,,,,,
02-Sep-2016,1.48,1.45,1.58,1.85,0.48,1.65,1.77,2.10,,,,,,,,,,,,,,,,
05-Sep-2016,1.49,1.46,1.60,1.89,0.52,1.65,1.78,2.13,,,,,,,,,,,,,,,,
